year,gennme,prodnme,state,halfyear,totalRX
2015,Formoterol Fumarate,PERFOROMIST,MA,2,277
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MA,2,855
2015,Arformoterol Tartrate,BROVANA,MD,1,80
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MD,1,7231
2015,Roflumilast,DALIRESP,MD,1,219
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MD,1,20
2015,Formoterol Fumarate,FORADIL AEROLIZER,MD,1,337
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MD,1,7903
2015,Formoterol Fumarate,PERFOROMIST,MD,1,60
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MD,1,337
2015,Indacaterol Maleate,ARCAPTA NEOHALER,MD,2,20
2015,Arformoterol Tartrate,BROVANA,MD,2,80
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MD,2,7949
2015,Roflumilast,DALIRESP,MD,2,249
2015,Formoterol Fumarate,FORADIL AEROLIZER,MD,2,336
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MD,2,7882
2015,Formoterol Fumarate,PERFOROMIST,MD,2,80
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MD,2,307
2015,Indacaterol Maleate,ARCAPTA NEOHALER,ME,1,20
2015,Arformoterol Tartrate,BROVANA,ME,1,90
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,ME,1,103
2015,Roflumilast,DALIRESP,ME,1,168
2015,Formoterol Fumarate,FORADIL AEROLIZER,ME,1,88
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,ME,1,3914
2015,Formoterol Fumarate,PERFOROMIST,ME,1,61
2015,Aclidinium Bromide,TUDORZA PRESSAIR,ME,1,57
2015,Indacaterol Maleate,ARCAPTA NEOHALER,ME,2,20
2015,Arformoterol Tartrate,BROVANA,ME,2,110
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,ME,2,94
2015,Roflumilast,DALIRESP,ME,2,154
2015,Formoterol Fumarate,FORADIL AEROLIZER,ME,2,89
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,ME,2,3913
2015,Formoterol Fumarate,PERFOROMIST,ME,2,53
2015,Aclidinium Bromide,TUDORZA PRESSAIR,ME,2,83
2015,Indacaterol Maleate,ARCAPTA NEOHALER,MI,1,20
2015,Arformoterol Tartrate,BROVANA,MI,1,278
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MI,1,5854
2015,Roflumilast,DALIRESP,MI,1,486
2015,Formoterol Fumarate,FORADIL AEROLIZER,MI,1,300
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MI,1,9180
2015,Formoterol Fumarate,PERFOROMIST,MI,1,203
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MI,1,9306
2015,Indacaterol Maleate,ARCAPTA NEOHALER,MI,2,20
2015,Arformoterol Tartrate,BROVANA,MI,2,265
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MI,2,5353
2015,Roflumilast,DALIRESP,MI,2,477
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MI,2,10
2015,Formoterol Fumarate,FORADIL AEROLIZER,MI,2,297
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MI,2,9131
2015,Formoterol Fumarate,PERFOROMIST,MI,2,201
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MI,2,10718
2015,Arformoterol Tartrate,BROVANA,MN,1,721
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MN,1,3795
2015,Roflumilast,DALIRESP,MN,1,139
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MN,1,71
2015,Formoterol Fumarate,FORADIL AEROLIZER,MN,1,215
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MN,1,13319
2015,Formoterol Fumarate,PERFOROMIST,MN,1,271
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MN,1,172
2015,Arformoterol Tartrate,BROVANA,MN,2,696
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MN,2,3821
2015,Roflumilast,DALIRESP,MN,2,174
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MN,2,79
2015,Formoterol Fumarate,FORADIL AEROLIZER,MN,2,145
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MN,2,13464
2015,Formoterol Fumarate,PERFOROMIST,MN,2,275
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MN,2,132
2015,Indacaterol Maleate,ARCAPTA NEOHALER,MO,1,20
2015,Arformoterol Tartrate,BROVANA,MO,1,349
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MO,1,10126
2015,Roflumilast,DALIRESP,MO,1,2481
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MO,1,10
2015,Formoterol Fumarate,FORADIL AEROLIZER,MO,1,188
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MO,1,12628
2015,Formoterol Fumarate,PERFOROMIST,MO,1,741
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MO,1,469
2015,Indacaterol Maleate,ARCAPTA NEOHALER,MO,2,10
2015,Arformoterol Tartrate,BROVANA,MO,2,385
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MO,2,9943
2015,Roflumilast,DALIRESP,MO,2,2514
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MO,2,10
2015,Formoterol Fumarate,FORADIL AEROLIZER,MO,2,175
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MO,2,12851
2015,Formoterol Fumarate,PERFOROMIST,MO,2,810
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MO,2,423
2015,Arformoterol Tartrate,BROVANA,MS,1,80
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MS,1,1890
2015,Roflumilast,DALIRESP,MS,1,131
2015,Formoterol Fumarate,FORADIL AEROLIZER,MS,1,80
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MS,1,2257
2015,Formoterol Fumarate,PERFOROMIST,MS,1,40
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MS,1,50
2015,Arformoterol Tartrate,BROVANA,MS,2,80
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MS,2,1940
2015,Roflumilast,DALIRESP,MS,2,191
2015,Formoterol Fumarate,FORADIL AEROLIZER,MS,2,73
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MS,2,2266
2015,Formoterol Fumarate,PERFOROMIST,MS,2,30
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MS,2,90
2015,Indacaterol Maleate,ARCAPTA NEOHALER,MT,1,10
2015,Arformoterol Tartrate,BROVANA,MT,1,196
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MT,1,807
2015,Roflumilast,DALIRESP,MT,1,67
2015,Formoterol Fumarate,FORADIL AEROLIZER,MT,1,32
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MT,1,2015
2015,Formoterol Fumarate,PERFOROMIST,MT,1,94
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MT,1,20
2015,Arformoterol Tartrate,BROVANA,MT,2,168
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,MT,2,741
2015,Roflumilast,DALIRESP,MT,2,76
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,MT,2,10
2015,Formoterol Fumarate,FORADIL AEROLIZER,MT,2,40
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,MT,2,1810
2015,Formoterol Fumarate,PERFOROMIST,MT,2,71
2015,Aclidinium Bromide,TUDORZA PRESSAIR,MT,2,20
2015,Indacaterol Maleate,ARCAPTA NEOHALER,NC,1,20
2015,Arformoterol Tartrate,BROVANA,NC,1,325
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NC,1,7918
2015,Roflumilast,DALIRESP,NC,1,1245
2015,Formoterol Fumarate,FORADIL AEROLIZER,NC,1,153
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NC,1,9038
2015,Formoterol Fumarate,PERFOROMIST,NC,1,291
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NC,1,447
2015,Indacaterol Maleate,ARCAPTA NEOHALER,NC,2,10
2015,Arformoterol Tartrate,BROVANA,NC,2,385
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NC,2,8099
2015,Roflumilast,DALIRESP,NC,2,1357
2015,Formoterol Fumarate,FORADIL AEROLIZER,NC,2,158
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NC,2,10652
2015,Formoterol Fumarate,PERFOROMIST,NC,2,299
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NC,2,425
2015,Arformoterol Tartrate,BROVANA,NE,1,246
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NE,1,813
2015,Roflumilast,DALIRESP,NE,1,161
2015,Formoterol Fumarate,FORADIL AEROLIZER,NE,1,20
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NE,1,1233
2015,Formoterol Fumarate,PERFOROMIST,NE,1,20
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NE,1,52
2015,Arformoterol Tartrate,BROVANA,NE,2,168
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NE,2,783
2015,Roflumilast,DALIRESP,NE,2,174
2015,Formoterol Fumarate,FORADIL AEROLIZER,NE,2,20
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NE,2,1160
2015,Formoterol Fumarate,PERFOROMIST,NE,2,20
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NE,2,37
2015,Arformoterol Tartrate,BROVANA,NH,1,129
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NH,1,10
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NH,1,973
2015,Roflumilast,DALIRESP,NH,1,46
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NH,1,10
2015,Formoterol Fumarate,FORADIL AEROLIZER,NH,1,20
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NH,1,2215
2015,Formoterol Fumarate,PERFOROMIST,NH,1,70
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NH,1,222
2015,Arformoterol Tartrate,BROVANA,NH,2,161
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NH,2,953
2015,Roflumilast,DALIRESP,NH,2,52
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NH,2,10
2015,Formoterol Fumarate,FORADIL AEROLIZER,NH,2,30
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NH,2,2640
2015,Formoterol Fumarate,PERFOROMIST,NH,2,80
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NH,2,350
2015,Arformoterol Tartrate,BROVANA,NJ,1,223
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NJ,1,5259
2015,Roflumilast,DALIRESP,NJ,1,321
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NJ,1,10
2015,Formoterol Fumarate,FORADIL AEROLIZER,NJ,1,248
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NJ,1,9736
2015,Formoterol Fumarate,PERFOROMIST,NJ,1,252
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NJ,1,1573
2015,Arformoterol Tartrate,BROVANA,NJ,2,239
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NJ,2,5569
2015,Roflumilast,DALIRESP,NJ,2,350
2015,Formoterol Fumarate,FORADIL AEROLIZER,NJ,2,294
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NJ,2,9921
2015,Formoterol Fumarate,PERFOROMIST,NJ,2,192
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NJ,2,1311
2015,Arformoterol Tartrate,BROVANA,NM,1,45
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NM,1,1351
2015,Roflumilast,DALIRESP,NM,1,77
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NM,1,40
2015,Formoterol Fumarate,FORADIL AEROLIZER,NM,1,103
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NM,1,2444
2015,Formoterol Fumarate,PERFOROMIST,NM,1,20
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NM,1,556
2015,Arformoterol Tartrate,BROVANA,NM,2,40
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NM,2,1375
2015,Roflumilast,DALIRESP,NM,2,44
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NM,2,10
2015,Formoterol Fumarate,FORADIL AEROLIZER,NM,2,133
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NM,2,2072
2015,Formoterol Fumarate,PERFOROMIST,NM,2,20
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NM,2,602
2015,Indacaterol Maleate,ARCAPTA NEOHALER,NV,1,20
2015,Arformoterol Tartrate,BROVANA,NV,1,70
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,NV,1,10
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NV,1,962
2015,Roflumilast,DALIRESP,NV,1,326
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NV,1,101
2015,Formoterol Fumarate,FORADIL AEROLIZER,NV,1,115
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NV,1,5627
2015,Formoterol Fumarate,PERFOROMIST,NV,1,55
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NV,1,307
2015,Indacaterol Maleate,ARCAPTA NEOHALER,NV,2,20
2015,Arformoterol Tartrate,BROVANA,NV,2,61
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NV,2,1238
2015,Roflumilast,DALIRESP,NV,2,363
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,NV,2,57
2015,Formoterol Fumarate,FORADIL AEROLIZER,NV,2,120
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NV,2,5233
2015,Formoterol Fumarate,PERFOROMIST,NV,2,54
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NV,2,585
2015,Indacaterol Maleate,ARCAPTA NEOHALER,NY,1,20
2015,Arformoterol Tartrate,BROVANA,NY,1,1810
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NY,1,24555
2015,Roflumilast,DALIRESP,NY,1,1801
2015,Formoterol Fumarate,FORADIL AEROLIZER,NY,1,1637
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NY,1,26701
2015,Formoterol Fumarate,PERFOROMIST,NY,1,1428
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NY,1,4633
2015,Indacaterol Maleate,ARCAPTA NEOHALER,NY,2,20
2015,Arformoterol Tartrate,BROVANA,NY,2,1855
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,NY,2,20837
2015,Roflumilast,DALIRESP,NY,2,1726
2015,Formoterol Fumarate,FORADIL AEROLIZER,NY,2,1289
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,NY,2,23213
2015,Formoterol Fumarate,PERFOROMIST,NY,2,1187
2015,Aclidinium Bromide,TUDORZA PRESSAIR,NY,2,4072
2015,Indacaterol Maleate,ARCAPTA NEOHALER,OH,1,20
2015,Arformoterol Tartrate,BROVANA,OH,1,1202
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OH,1,16367
2015,Roflumilast,DALIRESP,OH,1,3683
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OH,1,40
2015,Formoterol Fumarate,FORADIL AEROLIZER,OH,1,1305
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OH,1,28666
2015,Formoterol Fumarate,PERFOROMIST,OH,1,678
2015,Aclidinium Bromide,TUDORZA PRESSAIR,OH,1,20244
2015,Indacaterol Maleate,ARCAPTA NEOHALER,OH,2,30
2015,Arformoterol Tartrate,BROVANA,OH,2,1268
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OH,2,16889
2015,Roflumilast,DALIRESP,OH,2,3830
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OH,2,20
2015,Formoterol Fumarate,FORADIL AEROLIZER,OH,2,1345
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OH,2,29972
2015,Formoterol Fumarate,PERFOROMIST,OH,2,643
2015,Aclidinium Bromide,TUDORZA PRESSAIR,OH,2,34506
2015,Arformoterol Tartrate,BROVANA,OK,1,1011
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OK,1,2148
2015,Roflumilast,DALIRESP,OK,1,136
2015,Formoterol Fumarate,FORADIL AEROLIZER,OK,1,95
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OK,1,6879
2015,Formoterol Fumarate,PERFOROMIST,OK,1,26
2015,Aclidinium Bromide,TUDORZA PRESSAIR,OK,1,32
2015,Arformoterol Tartrate,BROVANA,OK,2,1462
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OK,2,2175
2015,Roflumilast,DALIRESP,OK,2,122
2015,Formoterol Fumarate,FORADIL AEROLIZER,OK,2,113
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OK,2,7496
2015,Formoterol Fumarate,PERFOROMIST,OK,2,28
2015,Aclidinium Bromide,TUDORZA PRESSAIR,OK,2,40
2015,Indacaterol Maleate,ARCAPTA NEOHALER,OR,1,20
2015,Arformoterol Tartrate,BROVANA,OR,1,228
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OR,1,7036
2015,Roflumilast,DALIRESP,OR,1,254
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,OR,1,69
2015,Formoterol Fumarate,FORADIL AEROLIZER,OR,1,266
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OR,1,8798
2015,Formoterol Fumarate,PERFOROMIST,OR,1,32
2015,Aclidinium Bromide,TUDORZA PRESSAIR,OR,1,693
2015,Indacaterol Maleate,ARCAPTA NEOHALER,OR,2,20
2015,Arformoterol Tartrate,BROVANA,OR,2,184
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,OR,2,6526
2015,Roflumilast,DALIRESP,OR,2,233
2015,Formoterol Fumarate,FORADIL AEROLIZER,OR,2,218
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,OR,2,5500
2015,Formoterol Fumarate,PERFOROMIST,OR,2,22
2015,Aclidinium Bromide,TUDORZA PRESSAIR,OR,2,602
2015,Indacaterol Maleate,ARCAPTA NEOHALER,PA,1,10
2015,Arformoterol Tartrate,BROVANA,PA,1,555
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,PA,1,10
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,PA,1,9468
2015,Roflumilast,DALIRESP,PA,1,1502
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,PA,1,1190
2015,Formoterol Fumarate,FORADIL AEROLIZER,PA,1,130
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,PA,1,11076
2015,Formoterol Fumarate,PERFOROMIST,PA,1,256
2015,Aclidinium Bromide,TUDORZA PRESSAIR,PA,1,2802
2015,Arformoterol Tartrate,BROVANA,PA,2,528
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,PA,2,10
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,PA,2,11569
2015,Roflumilast,DALIRESP,PA,2,1603
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,PA,2,93
2015,Formoterol Fumarate,FORADIL AEROLIZER,PA,2,105
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,PA,2,13591
2015,Formoterol Fumarate,PERFOROMIST,PA,2,253
2015,Aclidinium Bromide,TUDORZA PRESSAIR,PA,2,3154
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,RI,1,105
2015,Roflumilast,DALIRESP,RI,1,20
2015,Formoterol Fumarate,FORADIL AEROLIZER,RI,1,10
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,1,209
2015,Formoterol Fumarate,PERFOROMIST,RI,1,20
2015,Aclidinium Bromide,TUDORZA PRESSAIR,RI,1,20
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,RI,2,90
2015,Roflumilast,DALIRESP,RI,2,60
2015,Formoterol Fumarate,FORADIL AEROLIZER,RI,2,20
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,RI,2,139
2015,Formoterol Fumarate,PERFOROMIST,RI,2,20
2015,Aclidinium Bromide,TUDORZA PRESSAIR,RI,2,10
2015,Indacaterol Maleate,ARCAPTA NEOHALER,SC,1,30
2015,Arformoterol Tartrate,BROVANA,SC,1,81
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,SC,1,10
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SC,1,2357
2015,Roflumilast,DALIRESP,SC,1,234
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SC,1,20
2015,Formoterol Fumarate,FORADIL AEROLIZER,SC,1,67
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,1,2903
2015,Formoterol Fumarate,PERFOROMIST,SC,1,109
2015,Aclidinium Bromide,TUDORZA PRESSAIR,SC,1,763
2015,Indacaterol Maleate,ARCAPTA NEOHALER,SC,2,20
2015,Arformoterol Tartrate,BROVANA,SC,2,120
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SC,2,2026
2015,Roflumilast,DALIRESP,SC,2,289
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SC,2,10
2015,Formoterol Fumarate,FORADIL AEROLIZER,SC,2,70
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SC,2,3022
2015,Formoterol Fumarate,PERFOROMIST,SC,2,135
2015,Aclidinium Bromide,TUDORZA PRESSAIR,SC,2,1052
2015,Arformoterol Tartrate,BROVANA,SD,1,225
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SD,1,169
2015,Roflumilast,DALIRESP,SD,1,32
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,SD,1,10
2015,Formoterol Fumarate,FORADIL AEROLIZER,SD,1,20
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,1,1505
2015,Formoterol Fumarate,PERFOROMIST,SD,1,20
2015,Aclidinium Bromide,TUDORZA PRESSAIR,SD,1,20
2015,Arformoterol Tartrate,BROVANA,SD,2,317
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,SD,2,178
2015,Roflumilast,DALIRESP,SD,2,62
2015,Formoterol Fumarate,FORADIL AEROLIZER,SD,2,20
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,SD,2,1788
2015,Formoterol Fumarate,PERFOROMIST,SD,2,20
2015,Aclidinium Bromide,TUDORZA PRESSAIR,SD,2,10
2015,Indacaterol Maleate,ARCAPTA NEOHALER,TN,1,20
2015,Arformoterol Tartrate,BROVANA,TN,1,1694
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TN,1,5437
2015,Roflumilast,DALIRESP,TN,1,364
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,1,80
2015,Formoterol Fumarate,FORADIL AEROLIZER,TN,1,451
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,1,11194
2015,Formoterol Fumarate,PERFOROMIST,TN,1,633
2015,Aclidinium Bromide,TUDORZA PRESSAIR,TN,1,148
2015,Indacaterol Maleate,ARCAPTA NEOHALER,TN,2,20
2015,Arformoterol Tartrate,BROVANA,TN,2,2158
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TN,2,5473
2015,Roflumilast,DALIRESP,TN,2,378
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TN,2,100
2015,Formoterol Fumarate,FORADIL AEROLIZER,TN,2,491
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TN,2,13121
2015,Formoterol Fumarate,PERFOROMIST,TN,2,855
2015,Aclidinium Bromide,TUDORZA PRESSAIR,TN,2,111
2015,Indacaterol Maleate,ARCAPTA NEOHALER,TX,1,20
2015,Arformoterol Tartrate,BROVANA,TX,1,207
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TX,1,11473
2015,Roflumilast,DALIRESP,TX,1,1857
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,TX,1,118
2015,Formoterol Fumarate,FORADIL AEROLIZER,TX,1,241
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,TX,1,10337
2015,Formoterol Fumarate,PERFOROMIST,TX,1,360
2015,Aclidinium Bromide,TUDORZA PRESSAIR,TX,1,757
2015,Indacaterol Maleate,ARCAPTA NEOHALER,TX,2,10
2015,Arformoterol Tartrate,BROVANA,TX,2,115
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,TX,2,11784
2015,Roflumilast,DALIRESP,TX,2,1836
