year,gennme,prodnme,state,halfyear,suppression,totalRX
2015,Arformoterol Tartrate,BROVANA,WI,1,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WI,1,F,8414
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WI,1,T,0
2015,Roflumilast,DALIRESP,WI,1,T,0
2015,Roflumilast,DALIRESP,WI,1,F,872
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WI,1,T,0
2015,Formoterol Fumarate,FORADIL AEROLIZER,WI,1,F,418
2015,Formoterol Fumarate,FORADIL AEROLIZER,WI,1,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WI,1,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WI,1,F,12795
2015,Formoterol Fumarate,PERFOROMIST,WI,1,F,428
2015,Formoterol Fumarate,PERFOROMIST,WI,1,T,0
2015,Aclidinium Bromide,TUDORZA PRESSAIR,WI,1,T,0
2015,Aclidinium Bromide,TUDORZA PRESSAIR,WI,1,F,331
2015,Arformoterol Tartrate,BROVANA,WI,2,F,493
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WI,2,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WI,2,F,8213
2015,Roflumilast,DALIRESP,WI,2,T,0
2015,Roflumilast,DALIRESP,WI,2,F,857
2015,Formoterol Fumarate,FORADIL AEROLIZER,WI,2,F,431
2015,Formoterol Fumarate,FORADIL AEROLIZER,WI,2,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WI,2,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WI,2,F,12240
2015,Formoterol Fumarate,PERFOROMIST,WI,2,F,383
2015,Formoterol Fumarate,PERFOROMIST,WI,2,T,0
2015,Aclidinium Bromide,TUDORZA PRESSAIR,WI,2,T,0
2015,Aclidinium Bromide,TUDORZA PRESSAIR,WI,2,F,290
2015,Arformoterol Tartrate,BROVANA,WV,1,T,0
2015,Arformoterol Tartrate,BROVANA,WV,1,F,444
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WV,1,F,5351
2015,Roflumilast,DALIRESP,WV,1,T,0
2015,Roflumilast,DALIRESP,WV,1,F,461
2015,Formoterol Fumarate,FORADIL AEROLIZER,WV,1,T,0
2015,Formoterol Fumarate,FORADIL AEROLIZER,WV,1,F,136
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WV,1,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WV,1,F,2583
2015,Formoterol Fumarate,PERFOROMIST,WV,1,T,0
2015,Formoterol Fumarate,PERFOROMIST,WV,1,F,55
2015,Aclidinium Bromide,TUDORZA PRESSAIR,WV,1,T,0
2015,Aclidinium Bromide,TUDORZA PRESSAIR,WV,1,F,438
2015,Arformoterol Tartrate,BROVANA,WV,2,T,0
2015,Arformoterol Tartrate,BROVANA,WV,2,F,346
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WV,2,F,5474
2015,Roflumilast,DALIRESP,WV,2,T,0
2015,Roflumilast,DALIRESP,WV,2,F,444
2015,Formoterol Fumarate,FORADIL AEROLIZER,WV,2,F,128
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WV,2,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WV,2,F,2621
2015,Formoterol Fumarate,PERFOROMIST,WV,2,T,0
2015,Formoterol Fumarate,PERFOROMIST,WV,2,F,32
2015,Aclidinium Bromide,TUDORZA PRESSAIR,WV,2,T,0
2015,Aclidinium Bromide,TUDORZA PRESSAIR,WV,2,F,327
2015,Arformoterol Tartrate,BROVANA,WY,1,F,218
2015,Arformoterol Tartrate,BROVANA,WY,1,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WY,1,F,204
2015,Roflumilast,DALIRESP,WY,1,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WY,1,F,33
2015,Formoterol Fumarate,FORADIL AEROLIZER,WY,1,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WY,1,F,710
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WY,1,T,0
2015,Formoterol Fumarate,PERFOROMIST,WY,1,F,50
2015,Aclidinium Bromide,TUDORZA PRESSAIR,WY,1,T,0
2015,Arformoterol Tartrate,BROVANA,WY,2,T,0
2015,Arformoterol Tartrate,BROVANA,WY,2,F,146
2015,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,WY,2,F,191
2015,Roflumilast,DALIRESP,WY,2,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,DUONEB,WY,2,T,0
2015,Formoterol Fumarate,FORADIL AEROLIZER,WY,2,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WY,2,T,0
2015,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,WY,2,F,593
2015,Formoterol Fumarate,PERFOROMIST,WY,2,F,36
2015,Aclidinium Bromide,TUDORZA PRESSAIR,WY,2,T,0
2016,Indacaterol Maleate,ARCAPTA NEOHALER,AK,1,T,0
2016,Arformoterol Tartrate,BROVANA,AK,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AK,1,F,1003
2016,Roflumilast,DALIRESP,AK,1,F,73
2016,Roflumilast,DALIRESP,AK,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AK,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,AK,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AK,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AK,1,F,875
2016,Formoterol Fumarate,PERFOROMIST,AK,1,T,0
2016,Formoterol Fumarate,PERFOROMIST,AK,1,F,18
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AK,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AK,1,F,18
2016,Indacaterol Maleate,ARCAPTA NEOHALER,AK,2,T,0
2016,Arformoterol Tartrate,BROVANA,AK,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AK,2,F,1176
2016,Roflumilast,DALIRESP,AK,2,F,100
2016,Roflumilast,DALIRESP,AK,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,DUONEB,AK,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AK,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AK,2,F,959
2016,Formoterol Fumarate,PERFOROMIST,AK,2,T,0
2016,Formoterol Fumarate,PERFOROMIST,AK,2,F,35
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AK,2,F,25
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AK,2,T,0
2016,Arformoterol Tartrate,BROVANA,AL,1,F,1213
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AL,1,F,1932
2016,Roflumilast,DALIRESP,AL,1,F,816
2016,Roflumilast,DALIRESP,AL,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,AL,1,F,339
2016,Formoterol Fumarate,FORADIL AEROLIZER,AL,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AL,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AL,1,F,9111
2016,Formoterol Fumarate,PERFOROMIST,AL,1,T,0
2016,Formoterol Fumarate,PERFOROMIST,AL,1,F,180
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AL,1,T,0
2016,Arformoterol Tartrate,BROVANA,AL,2,T,0
2016,Arformoterol Tartrate,BROVANA,AL,2,F,1370
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AL,2,F,1267
2016,Roflumilast,DALIRESP,AL,2,F,754
2016,Roflumilast,DALIRESP,AL,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,AL,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,AL,2,F,32
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AL,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AL,2,F,8653
2016,Formoterol Fumarate,PERFOROMIST,AL,2,F,238
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AL,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AL,2,F,15
2016,Indacaterol Maleate,ARCAPTA NEOHALER,AR,1,T,0
2016,Arformoterol Tartrate,BROVANA,AR,1,F,81
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AR,1,F,1316
2016,Roflumilast,DALIRESP,AR,1,F,108
2016,Roflumilast,DALIRESP,AR,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,AR,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,AR,1,F,15
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AR,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AR,1,F,1448
2016,Formoterol Fumarate,PERFOROMIST,AR,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AR,1,F,189
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AR,1,T,0
2016,Arformoterol Tartrate,BROVANA,AR,2,F,46
2016,Arformoterol Tartrate,BROVANA,AR,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AR,2,F,1192
2016,Roflumilast,DALIRESP,AR,2,F,94
2016,Roflumilast,DALIRESP,AR,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,AR,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AR,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AR,2,F,1376
2016,Formoterol Fumarate,PERFOROMIST,AR,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AR,2,F,155
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AR,2,T,0
2016,Indacaterol Maleate,ARCAPTA NEOHALER,AZ,1,F,49
2016,Arformoterol Tartrate,BROVANA,AZ,1,F,352
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AZ,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AZ,1,F,6055
2016,Roflumilast,DALIRESP,AZ,1,F,302
2016,Roflumilast,DALIRESP,AZ,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,AZ,1,F,92
2016,Formoterol Fumarate,FORADIL AEROLIZER,AZ,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AZ,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AZ,1,F,9580
2016,Formoterol Fumarate,PERFOROMIST,AZ,1,F,187
2016,Formoterol Fumarate,PERFOROMIST,AZ,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AZ,1,F,1082
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AZ,1,T,0
2016,Indacaterol Maleate,ARCAPTA NEOHALER,AZ,2,F,55
2016,Arformoterol Tartrate,BROVANA,AZ,2,T,0
2016,Arformoterol Tartrate,BROVANA,AZ,2,F,338
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AZ,2,F,4469
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,AZ,2,T,0
2016,Roflumilast,DALIRESP,AZ,2,F,277
2016,Roflumilast,DALIRESP,AZ,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,AZ,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AZ,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,AZ,2,F,7184
2016,Formoterol Fumarate,PERFOROMIST,AZ,2,F,174
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AZ,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,AZ,2,F,274
2016,Indacaterol Maleate,ARCAPTA NEOHALER,CA,1,T,0
2016,Arformoterol Tartrate,BROVANA,CA,1,F,390
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CA,1,F,29838
2016,Roflumilast,DALIRESP,CA,1,F,1254
2016,Roflumilast,DALIRESP,CA,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,CA,1,F,379
2016,Formoterol Fumarate,FORADIL AEROLIZER,CA,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CA,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CA,1,F,27967
2016,Formoterol Fumarate,PERFOROMIST,CA,1,F,154
2016,Formoterol Fumarate,PERFOROMIST,CA,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CA,1,F,6997
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CA,1,T,0
2016,Indacaterol Maleate,ARCAPTA NEOHALER,CA,2,T,0
2016,Arformoterol Tartrate,BROVANA,CA,2,F,465
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CA,2,F,27321
2016,Roflumilast,DALIRESP,CA,2,F,1329
2016,Roflumilast,DALIRESP,CA,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,CA,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,CA,2,F,33
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CA,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CA,2,F,29109
2016,Formoterol Fumarate,PERFOROMIST,CA,2,T,0
2016,Formoterol Fumarate,PERFOROMIST,CA,2,F,269
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CA,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CA,2,F,6582
2016,Indacaterol Maleate,ARCAPTA NEOHALER,CO,1,T,0
2016,Arformoterol Tartrate,BROVANA,CO,1,T,0
2016,Arformoterol Tartrate,BROVANA,CO,1,F,61
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CO,1,F,4006
2016,Roflumilast,DALIRESP,CO,1,T,0
2016,Roflumilast,DALIRESP,CO,1,F,203
2016,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CO,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CO,1,F,44
2016,Formoterol Fumarate,FORADIL AEROLIZER,CO,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,CO,1,F,16
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CO,1,F,7193
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CO,1,T,0
2016,Formoterol Fumarate,PERFOROMIST,CO,1,T,0
2016,Formoterol Fumarate,PERFOROMIST,CO,1,F,79
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CO,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CO,1,F,94
2016,Indacaterol Maleate,ARCAPTA NEOHALER,CO,2,T,0
2016,Arformoterol Tartrate,BROVANA,CO,2,T,0
2016,Arformoterol Tartrate,BROVANA,CO,2,F,59
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT,CO,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CO,2,F,3890
2016,Roflumilast,DALIRESP,CO,2,F,184
2016,Roflumilast,DALIRESP,CO,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CO,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,DUONEB,CO,2,F,17
2016,Formoterol Fumarate,FORADIL AEROLIZER,CO,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CO,2,F,4615
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CO,2,T,0
2016,Formoterol Fumarate,PERFOROMIST,CO,2,T,0
2016,Formoterol Fumarate,PERFOROMIST,CO,2,F,71
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CO,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CO,2,F,74
2016,Indacaterol Maleate,ARCAPTA NEOHALER,CT,1,T,0
2016,Arformoterol Tartrate,BROVANA,CT,1,F,752
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CT,1,F,2607
2016,Roflumilast,DALIRESP,CT,1,F,583
2016,Roflumilast,DALIRESP,CT,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,CT,1,F,54
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CT,1,F,11641
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CT,1,T,0
2016,Formoterol Fumarate,PERFOROMIST,CT,1,F,275
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CT,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CT,1,F,362
2016,Indacaterol Maleate,ARCAPTA NEOHALER,CT,2,T,0
2016,Arformoterol Tartrate,BROVANA,CT,2,F,726
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,CT,2,F,2508
2016,Roflumilast,DALIRESP,CT,2,F,588
2016,Roflumilast,DALIRESP,CT,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,CT,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CT,2,F,7747
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,CT,2,T,0
2016,Formoterol Fumarate,PERFOROMIST,CT,2,F,335
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CT,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,CT,2,F,311
2016,Arformoterol Tartrate,BROVANA,DC,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,DC,1,F,1296
2016,Roflumilast,DALIRESP,DC,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,DC,1,F,237
2016,Formoterol Fumarate,FORADIL AEROLIZER,DC,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DC,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DC,1,F,578
2016,Aclidinium Bromide,TUDORZA PRESSAIR,DC,1,T,0
2016,Arformoterol Tartrate,BROVANA,DC,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,DC,2,F,1323
2016,Roflumilast,DALIRESP,DC,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,DC,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DC,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DC,2,F,441
2016,Formoterol Fumarate,PERFOROMIST,DC,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,DC,2,T,0
2016,Arformoterol Tartrate,BROVANA,DE,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,DE,1,F,1224
2016,Roflumilast,DALIRESP,DE,1,F,80
2016,Roflumilast,DALIRESP,DE,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,DE,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,DE,1,F,14
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DE,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DE,1,F,761
2016,Formoterol Fumarate,PERFOROMIST,DE,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,DE,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,DE,1,F,21
2016,Arformoterol Tartrate,BROVANA,DE,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,DE,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,DE,2,F,1209
2016,Roflumilast,DALIRESP,DE,2,F,87
2016,Roflumilast,DALIRESP,DE,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,DE,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DE,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,DE,2,F,957
2016,Formoterol Fumarate,PERFOROMIST,DE,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,DE,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,DE,2,F,40
2016,Arformoterol Tartrate,BROVANA,FL,1,T,0
2016,Arformoterol Tartrate,BROVANA,FL,1,F,265
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,FL,1,F,975
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,FL,1,T,0
2016,Roflumilast,DALIRESP,FL,1,F,2467
2016,Roflumilast,DALIRESP,FL,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,FL,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,FL,1,F,28
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,FL,1,F,15325
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,FL,1,T,0
2016,Formoterol Fumarate,PERFOROMIST,FL,1,T,0
2016,Formoterol Fumarate,PERFOROMIST,FL,1,F,106
2016,Aclidinium Bromide,TUDORZA PRESSAIR,FL,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,FL,1,F,120
2016,Arformoterol Tartrate,BROVANA,FL,2,T,0
2016,Arformoterol Tartrate,BROVANA,FL,2,F,228
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,FL,2,F,907
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,FL,2,T,0
2016,Roflumilast,DALIRESP,FL,2,F,2418
2016,Roflumilast,DALIRESP,FL,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,FL,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,FL,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,FL,2,F,16073
2016,Formoterol Fumarate,PERFOROMIST,FL,2,T,0
2016,Formoterol Fumarate,PERFOROMIST,FL,2,F,86
2016,Aclidinium Bromide,TUDORZA PRESSAIR,FL,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,FL,2,F,111
2016,Indacaterol Maleate,ARCAPTA NEOHALER,GA,1,T,0
2016,Arformoterol Tartrate,BROVANA,GA,1,F,222
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,GA,1,F,9045
2016,Roflumilast,DALIRESP,GA,1,F,569
2016,Roflumilast,DALIRESP,GA,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,GA,1,F,116
2016,Formoterol Fumarate,FORADIL AEROLIZER,GA,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,GA,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,GA,1,F,4483
2016,Formoterol Fumarate,PERFOROMIST,GA,1,T,0
2016,Formoterol Fumarate,PERFOROMIST,GA,1,F,47
2016,Aclidinium Bromide,TUDORZA PRESSAIR,GA,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,GA,1,F,524
2016,Indacaterol Maleate,ARCAPTA NEOHALER,GA,2,T,0
2016,Arformoterol Tartrate,BROVANA,GA,2,F,312
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,GA,2,F,8883
2016,Roflumilast,DALIRESP,GA,2,T,0
2016,Roflumilast,DALIRESP,GA,2,F,614
2016,Formoterol Fumarate,FORADIL AEROLIZER,GA,2,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,GA,2,F,13
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,GA,2,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,GA,2,F,5210
2016,Formoterol Fumarate,PERFOROMIST,GA,2,T,0
2016,Formoterol Fumarate,PERFOROMIST,GA,2,F,35
2016,Aclidinium Bromide,TUDORZA PRESSAIR,GA,2,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,GA,2,F,566
2016,Indacaterol Maleate,ARCAPTA NEOHALER,HI,1,T,0
2016,Arformoterol Tartrate,BROVANA,HI,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,COMBIVENT RESPIMAT,HI,1,F,1471
2016,Roflumilast,DALIRESP,HI,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,HI,1,T,0
2016,Formoterol Fumarate,FORADIL AEROLIZER,HI,1,F,16
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,HI,1,T,0
2016,Albuterol Sulfate/Ipratropium Bromide,IPRATROPIUM BROMIDE-ALBUTEROL SULFATE,HI,1,F,742
2016,Formoterol Fumarate,PERFOROMIST,HI,1,T,0
2016,Aclidinium Bromide,TUDORZA PRESSAIR,HI,1,T,0
